"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","ปริมาณ","% เปลี่ยน"
"05/20/2014","946.50","947.49","951.49","942.29","857.26M","-1.33%"
"05/19/2014","959.26","955.03","959.34","953.71","426.67M","0.39%"
"05/16/2014","955.52","943.04","957.89","941.85","996.21M","0.91%"
"05/15/2014","946.88","945.45","948.08","940.88","911.75M","0.01%"
"05/14/2014","946.78","936.95","946.90","936.89","1.08B","1.51%"
"05/12/2014","932.70","934.86","936.89","930.00","540.04M","-0.29%"
"05/09/2014","935.41","933.75","940.30","930.44","688.33M","0.00%"
"05/08/2014","935.41","948.93","950.43","934.56","926.55M","-1.69%"
"05/07/2014","951.52","943.08","952.40","940.57","1.01B","-0.13%"
"05/06/2014","952.73","966.21","968.39","952.67","867.51M","-1.21%"
"05/02/2014","964.36","960.73","964.71","959.89","899.71M","0.51%"
"04/30/2014","959.51","958.06","962.75","956.93","609.37M","0.31%"
"04/29/2014","956.51","954.06","958.54","950.91","441.42M","0.03%"
"04/28/2014","956.25","954.61","960.96","954.31","540.70M","0.30%"
"04/25/2014","953.36","961.65","964.63","953.36","1.06B","-1.19%"
"04/24/2014","964.83","967.25","968.30","962.66","820.91M","-0.17%"
"04/23/2014","966.50","963.94","968.43","963.15","647.27M","0.55%"
"04/22/2014","961.20","963.42","964.82","956.14","684.81M","0.10%"
"04/21/2014","960.25","957.66","963.24","954.71","536.06M","0.32%"
"04/18/2014","957.17","958.81","961.80","956.19","909.66M","-0.01%"
"04/17/2014","957.23","952.11","959.99","951.45","901.35M","0.48%"
"04/16/2014","952.63","944.14","953.47","943.54","547.87M","0.97%"
"04/11/2014","943.45","939.39","943.69","937.28","461.57M","-0.06%"
"04/10/2014","944.06","940.25","944.26","936.04","560.77M","0.61%"
"04/09/2014","938.35","940.45","944.65","936.59","497.48M","0.15%"
"04/08/2014","936.94","947.20","952.75","936.64","738.04M","-1.01%"
"04/04/2014","946.53","946.84","951.17","943.48","624.55M","0.04%"
"04/03/2014","946.18","949.39","951.58","943.37","784.25M","-0.47%"
"04/02/2014","950.66","945.72","951.42","941.25","862.70M","0.71%"
"04/01/2014","943.93","936.78","943.93","933.96","654.15M","0.87%"
"03/31/2014","935.76","933.64","937.00","931.22","559.20M","0.64%"
"03/28/2014","929.84","919.48","937.38","918.70","833.96M","1.17%"
"03/27/2014","919.06","922.49","925.84","917.51","485.27M","-0.26%"
"03/26/2014","921.49","920.34","923.76","918.45","599.06M","0.45%"
"03/25/2014","917.34","913.68","917.37","906.28","712.86M","0.55%"
"03/24/2014","912.35","918.70","919.06","910.51","907.48M","-0.76%"
"03/21/2014","919.32","920.80","921.76","913.30","1.12B","-0.10%"
"03/20/2014","920.22","917.35","920.22","912.26","957.51M","-0.28%"
"03/19/2014","922.81","930.98","935.30","919.88","1.10B","-0.64%"
"03/18/2014","928.80","933.47","934.71","928.12","1.02B","-0.32%"
"03/17/2014","931.77","929.16","931.77","923.51","731.53M","0.40%"
"03/14/2014","928.10","923.27","928.21","920.23","907.25M","-0.08%"
"03/13/2014","928.86","921.77","928.86","921.36","1.29B","1.22%"
"03/12/2014","917.68","920.08","924.48","917.54","673.17M","-0.68%"
"03/11/2014","923.94","915.62","925.47","914.71","1.05B","1.28%"
"03/10/2014","912.28","915.91","917.59","904.55","975.16M","-0.51%"
"03/07/2014","916.97","917.98","920.28","914.15","624.76M","0.10%"
"03/06/2014","916.04","917.85","918.28","912.71","970.81M","-0.17%"
"03/05/2014","917.59","920.53","922.54","911.43","894.09M","0.40%"
"03/04/2014","913.94","913.67","918.15","912.63","696.12M","0.44%"
"03/03/2014","909.96","903.53","915.81","903.32","1.11B","1.16%"
"02/28/2014","899.51","893.98","900.77","890.37","688.15M","0.60%"
"02/27/2014","894.16","884.79","896.74","884.00","711.77M","1.20%"
"02/26/2014","883.56","883.58","887.64","881.68","492.67M","0.05%"
"02/25/2014","883.16","884.89","890.31","879.63","550.71M","0.18%"
"02/24/2014","881.56","878.83","884.11","875.33","517.05M","-0.17%"
"02/21/2014","883.06","883.32","887.35","876.06","593.83M","-0.03%"
"02/20/2014","883.30","890.78","893.31","880.72","934.11M","-1.51%"
"02/19/2014","896.85","905.33","906.32","894.73","884.52M","-0.47%"
"02/18/2014","901.09","902.20","904.07","893.05","1.05B","-0.57%"
"02/17/2014","906.24","895.41","906.82","893.10","1.15B","1.82%"
"02/13/2014","890.01","892.36","894.52","887.44","908.58M","-0.29%"
"02/12/2014","892.57","881.34","892.85","880.19","883.91M","1.53%"
"02/11/2014","879.09","876.78","881.78","872.38","684.47M","0.48%"
"02/10/2014","874.88","882.98","884.75","872.85","902.10M","-0.55%"
"02/07/2014","879.69","884.09","886.82","878.81","1.16B","0.16%"
"02/06/2014","878.27","874.33","878.55","870.72","951.21M","1.29%"
"02/05/2014","867.11","869.99","873.18","860.83","747.80M","0.22%"
"02/04/2014","865.23","869.97","871.46","863.07","783.83M","-1.65%"
"02/03/2014","879.72","872.84","881.92","871.60","819.46M","1.54%"
"01/31/2014","866.34","860.79","866.56","860.11","648.08M","1.03%"
"01/30/2014","857.50","857.09","860.67","852.59","554.00M","-0.71%"
"01/29/2014","863.61","867.26","870.86","861.05","672.50M","-0.18%"
"01/28/2014","865.18","877.11","878.00","861.99","930.08M","-1.52%"
"01/27/2014","878.55","884.29","885.93","877.50","793.47M","-2.26%"
"01/24/2014","898.88","898.91","903.86","892.58","1.18B","0.53%"
"01/23/2014","894.11","881.05","897.30","877.37","1.36B","1.65%"
"01/22/2014","879.59","872.89","884.16","871.11","1.05B","-0.14%"
"01/21/2014","880.84","883.37","890.70","874.45","973.17M","0.20%"
"01/20/2014","879.05","879.66","885.32","877.28","611.78M","-0.55%"
"01/17/2014","883.94","890.86","891.70","876.50","1.20B","-0.46%"
"01/16/2014","888.02","874.18","891.94","873.16","1.53B","1.95%"
"01/15/2014","871.02","885.12","889.09","870.00","1.03B","-1.90%"
"01/14/2014","887.93","874.54","892.46","872.68","1.37B","0.82%"
"01/13/2014","880.70","849.36","880.70","849.21","986.56M","2.62%"
"01/10/2014","858.25","850.59","861.79","845.18","718.61M","-0.20%"
"01/09/2014","860.00","864.58","875.56","856.62","919.86M","0.08%"
"01/08/2014","859.35","861.40","871.47","854.50","1.15B","-0.26%"
"01/07/2014","861.63","842.15","861.71","840.12","1.13B","2.86%"
"01/06/2014","837.68","829.46","838.87","815.56","1.21B","0.94%"
"01/03/2014","829.89","822.27","837.38","816.50","1.32B","-0.41%"
"01/02/2014","833.29","878.09","878.80","833.29","1.15B","-5.67%"
"12/27/2013","883.40","888.91","889.61","875.17","1.15B","-0.90%"
"12/26/2013","891.45","910.28","910.83","886.22","889.22M","-2.00%"
"12/25/2013","909.60","906.41","910.11","904.77","477.40M","0.47%"
"12/24/2013","905.31","900.86","911.42","900.10","585.01M","0.08%"
"12/23/2013","904.57","916.16","917.11","901.41","668.91M","-1.34%"
"12/20/2013","916.83","918.72","919.22","907.92","676.35M","-0.28%"
"12/19/2013","919.45","922.46","925.26","916.50","848.00M","-0.31%"
"12/18/2013","922.32","915.51","925.25","914.71","827.88M","1.14%"
"12/17/2013","911.88","910.16","914.24","908.74","885.39M","0.81%"
"12/16/2013","904.51","909.99","911.11","902.11","709.67M","-0.92%"
"12/13/2013","912.95","923.87","926.03","909.99","901.93M","-1.31%"
"12/12/2013","925.03","931.54","934.96","925.03","986.67M","-1.15%"
"12/11/2013","935.79","929.81","937.28","929.39","638.42M","0.16%"
"12/09/2013","934.34","935.98","942.05","925.08","910.34M","0.58%"
"12/06/2013","928.98","936.76","939.51","923.10","1.02B","-1.11%"
"12/04/2013","939.42","943.32","949.81","939.42","783.81M","-0.68%"
"12/03/2013","945.88","938.24","952.77","937.46","1.55B","0.75%"
"12/02/2013","938.80","926.74","939.59","921.06","1.16B","0.38%"
"11/29/2013","935.22","924.34","935.83","920.70","936.70M","0.86%"
"11/28/2013","927.29","940.56","942.25","924.82","1.08B","-1.09%"
"11/27/2013","937.53","924.96","938.51","924.04","1.37B","1.08%"
"11/26/2013","927.55","919.54","934.71","918.07","2.66B","0.46%"
"11/25/2013","923.30","918.12","928.66","917.24","894.31M","-0.41%"
"11/22/2013","927.07","937.53","941.76","924.63","1.29B","-1.42%"
"11/21/2013","940.41","952.46","953.20","939.04","1.22B","-2.11%"
"11/20/2013","960.66","967.93","972.68","957.31","1.51B","-0.56%"
"11/19/2013","966.06","972.29","972.80","963.46","688.95M","-0.83%"
"11/18/2013","974.16","977.78","978.68","972.34","971.91M","0.32%"
"11/15/2013","971.07","973.12","975.49","965.77","968.12M","0.50%"
"11/14/2013","966.27","962.46","971.11","961.87","1.06B","0.92%"
"11/13/2013","957.50","958.74","965.89","956.86","778.58M","-0.87%"
"11/12/2013","965.95","970.04","974.20","963.65","913.32M","0.37%"
"11/11/2013","962.39","944.72","964.47","941.84","1.15B","0.18%"
"11/08/2013","960.68","968.54","968.95","955.22","1.39B","-1.57%"
"11/07/2013","975.97","980.49","986.31","971.77","1.58B","-0.68%"
"11/06/2013","982.61","969.80","983.65","962.40","1.44B","1.57%"
"11/05/2013","967.41","954.97","969.49","954.25","1.51B","1.85%"
"11/04/2013","949.84","965.43","965.78","949.11","1.32B","-2.81%"
"11/01/2013","977.27","977.54","980.08","971.46","1.11B","-0.99%"
"10/31/2013","987.06","971.42","987.06","968.53","1.87B","1.02%"
"10/30/2013","977.09","993.21","993.72","973.87","1.25B","-1.59%"
"10/29/2013","992.83","988.16","993.63","985.33","772.83M","0.43%"
"10/28/2013","988.57","995.08","998.55","984.47","623.54M","-0.35%"
"10/25/2013","992.01","999.47","999.77","989.83","1.04B","-0.93%"
"10/24/2013","1,001.30","986.34","1,001.30","984.68","1.02B","0.66%"
"10/22/2013","994.70","987.13","994.70","981.17","1.27B","0.63%"
"10/21/2013","988.50","1,013.57","1,014.28","986.25","1.50B","-2.56%"
"10/18/2013","1,014.42","1,008.58","1,014.87","1,003.93","1.31B","1.15%"
"10/17/2013","1,002.85","1,003.47","1,011.19","997.75","2.77B","0.33%"
"10/16/2013","999.59","1,005.22","1,010.44","999.59","2.32B","-0.70%"
"10/15/2013","1,006.65","1,004.08","1,009.38","1,001.28","1.73B","0.94%"
"10/14/2013","997.23","990.16","998.42","984.19","2.16B","0.12%"
"10/11/2013","996.01","1,004.42","1,005.07","992.88","1.29B","0.41%"
"10/10/2013","991.92","981.20","995.00","979.84","1.35B","1.32%"
"10/09/2013","979.02","979.87","980.75","973.30","906.23M","0.05%"
"10/08/2013","978.53","962.91","981.54","959.79","1.09B","1.63%"
"10/07/2013","962.87","970.57","976.52","962.30","1.38B","-1.05%"
"10/04/2013","973.12","969.80","975.84","966.29","953.95M","-0.16%"
"10/03/2013","974.66","966.44","977.89","965.92","1.29B","1.60%"
"10/02/2013","959.29","960.43","964.70","953.55","709.23M","-0.04%"
"10/01/2013","959.71","945.59","962.34","939.43","1.06B","2.00%"
"09/30/2013","940.88","953.89","954.31","939.86","881.94M","-2.75%"
"09/27/2013","967.51","979.30","981.39","964.39","857.70M","-0.58%"
"09/26/2013","973.13","973.21","985.46","972.51","1.00B","-1.00%"
"09/25/2013","982.96","971.00","982.96","964.59","1.09B","1.47%"
"09/24/2013","968.70","979.03","986.31","967.53","1.29B","-1.47%"
"09/23/2013","983.20","1,006.56","1,007.03","979.86","1.57B","-3.35%"
"09/20/2013","1,017.30","1,014.36","1,018.72","1,008.02","1.77B","-0.18%"
"09/19/2013","1,019.09","1,017.26","1,023.56","1,012.11","2.33B","3.73%"
"09/18/2013","982.43","987.38","993.04","977.35","1.54B","-0.62%"
"09/17/2013","988.56","988.25","992.52","982.14","1.60B","-0.08%"
"09/16/2013","989.37","979.25","989.53","978.52","2.33B","3.36%"
"09/13/2013","957.25","949.98","968.34","948.80","1.67B","0.06%"
"09/12/2013","956.70","971.36","977.18","956.70","1.38B","-1.39%"
"09/11/2013","970.21","958.41","970.42","946.86","1.69B","1.30%"
"09/10/2013","957.77","958.49","972.79","950.23","3.17B","0.67%"
"09/09/2013","951.35","927.07","951.35","926.11","1.46B","4.14%"
"09/06/2013","913.56","898.14","914.73","895.61","947.78M","1.81%"
"09/05/2013","897.31","893.49","906.88","891.07","1.04B","0.90%"
"09/04/2013","889.33","894.57","900.52","887.77","968.68M","-0.98%"
"09/03/2013","898.13","902.41","910.35","894.81","1.37B","-0.59%"
"09/02/2013","903.50","886.37","903.50","883.75","1.44B","2.32%"
"08/30/2013","882.98","891.07","891.51","876.91","1.25B","-0.24%"
"08/29/2013","885.07","878.46","886.76","870.93","1.38B","1.31%"
"08/28/2013","873.62","869.63","888.00","861.97","2.38B","-1.16%"
"08/27/2013","883.90","897.88","898.94","880.72","1.85B","-2.17%"
"08/26/2013","903.47","916.89","922.14","902.92","1.46B","-0.61%"
"08/23/2013","908.97","932.17","933.35","908.58","2.23B","-1.18%"
"08/22/2013","919.82","908.93","922.74","898.52","2.19B","0.11%"
"08/21/2013","918.82","919.68","932.88","917.99","1.96B","-1.36%"
"08/20/2013","931.47","934.72","935.88","917.10","2.09B","-1.71%"
"08/19/2013","947.70","974.73","975.58","947.70","1.54B","-3.40%"
"08/16/2013","981.08","978.05","986.18","977.47","1.32B","-0.58%"
"08/15/2013","986.83","991.22","993.37","982.93","1.11B","-0.62%"
"08/14/2013","992.98","987.88","993.13","985.17","932.69M","0.32%"
"08/13/2013","989.86","977.87","989.86","976.77","1.23B","2.08%"
"08/09/2013","969.70","982.35","982.59","969.07","875.68M","-1.45%"
"08/08/2013","983.96","979.25","990.36","978.60","1.07B","1.18%"
"08/07/2013","972.45","966.20","977.10","963.85","901.08M","-0.09%"
"08/06/2013","973.34","960.71","981.92","958.45","895.43M","0.32%"
"08/05/2013","970.19","963.99","973.03","956.15","685.27M","0.33%"
"08/02/2013","966.98","979.06","980.66","956.64","1.32B","-1.07%"
"08/01/2013","977.47","977.00","982.59","967.23","864.12M","1.18%"
"07/31/2013","966.03","972.71","973.39","950.19","1.25B","-0.60%"
"07/30/2013","971.85","989.77","994.44","971.42","802.95M","-1.45%"
"07/29/2013","986.13","991.43","992.46","983.72","921.98M","-1.68%"
"07/26/2013","1,002.93","991.02","1,002.93","979.99","1.20B","1.57%"
"07/25/2013","987.42","1,012.12","1,013.16","987.38","1.69B","-2.99%"
"07/24/2013","1,017.90","1,026.00","1,030.20","1,014.77","1.43B","-0.92%"
"07/23/2013","1,027.39","1,019.60","1,027.39","1,015.78","1.33B","2.23%"
"07/19/2013","1,004.94","1,011.56","1,011.68","1,000.50","1.30B","-0.55%"
"07/18/2013","1,010.46","995.60","1,011.41","994.48","1.32B","1.92%"
"07/17/2013","991.41","991.46","995.97","986.21","873.10M","0.50%"
"07/16/2013","986.45","987.71","990.11","975.11","964.17M","-0.36%"
"07/15/2013","989.99","999.20","999.53","986.02","1.05B","-0.16%"
"07/12/2013","991.60","993.97","997.49","984.00","1.12B","0.24%"
"07/11/2013","989.22","962.41","989.22","961.68","1.51B","4.50%"
"07/10/2013","946.66","951.65","955.69","936.62","1.48B","-0.26%"
"07/09/2013","949.11","954.46","963.50","948.47","1.51B","-0.32%"
"07/08/2013","952.19","965.50","970.15","952.14","1.20B","-2.59%"
"07/05/2013","977.53","978.22","980.64","969.26","892.18M","0.88%"
"07/04/2013","969.00","981.96","984.40","964.01","1.66B","-0.82%"
"07/03/2013","977.00","984.84","992.06","969.35","1.40B","-1.51%"
"07/02/2013","992.00","992.28","1,000.20","983.65","1.14B","0.92%"
"06/28/2013","982.99","992.16","994.32","978.22","1.28B","0.41%"
"06/27/2013","978.96","981.25","989.45","958.05","1.45B","1.77%"
"06/26/2013","961.98","945.77","963.07","937.81","1.48B","2.97%"
"06/25/2013","934.24","923.73","941.53","899.82","1.57B","1.93%"
"06/24/2013","916.55","932.75","943.78","916.55","1.03B","-2.56%"
"06/21/2013","940.65","921.76","945.86","907.93","1.90B","0.34%"
"06/20/2013","937.44","932.01","944.24","927.56","1.34B","-2.38%"
"06/19/2013","960.32","962.23","966.10","942.30","1.12B","1.03%"
"06/18/2013","950.53","980.64","997.14","950.53","1.23B","-3.22%"
"06/17/2013","982.16","982.57","985.27","966.77","897.27M","0.34%"
"06/14/2013","978.87","964.89","979.08","962.14","1.50B","4.33%"
"06/13/2013","938.26","917.91","944.58","903.24","2.16B","-1.33%"
"06/12/2013","950.87","950.74","969.52","942.50","1.43B","-1.23%"
"06/11/2013","962.73","1,006.40","1,006.81","958.82","1.34B","-5.08%"
"06/10/2013","1,014.27","1,018.07","1,023.03","1,012.23","639.05M","0.68%"
"06/07/2013","1,007.39","985.30","1,008.31","984.49","1.47B","1.86%"
"06/06/2013","989.00","997.20","999.82","983.87","2.07B","-1.66%"
"06/05/2013","1,005.65","1,022.27","1,024.18","1,005.65","993.34M","-2.26%"
"06/04/2013","1,028.91","1,019.41","1,029.97","1,005.27","1.22B","1.33%"
"06/03/2013","1,015.37","1,025.82","1,032.75","1,012.13","1.31B","-1.33%"
"05/31/2013","1,029.01","1,049.86","1,054.27","1,024.14","1.82B","-1.47%"
"05/30/2013","1,044.40","1,048.90","1,056.26","1,041.47","1.06B","-1.34%"
"05/29/2013","1,058.59","1,070.85","1,075.93","1,056.93","1.24B","-1.30%"
"05/28/2013","1,072.57","1,053.45","1,072.57","1,052.52","1.13B","1.81%"
"05/27/2013","1,053.50","1,057.67","1,058.02","1,047.82","1.20B","-1.03%"
"05/23/2013","1,064.49","1,075.66","1,079.68","1,048.25","1.79B","-1.59%"
"05/22/2013","1,081.69","1,089.41","1,094.60","1,081.20","1.47B","-0.87%"
"05/21/2013","1,091.20","1,093.31","1,096.29","1,088.24","1.05B","-0.10%"
"05/20/2013","1,092.27","1,086.04","1,094.62","1,085.41","1.06B","1.16%"
"05/17/2013","1,079.78","1,070.43","1,083.13","1,067.09","939.57M","0.64%"
"05/16/2013","1,072.89","1,083.05","1,084.81","1,067.90","1.22B","-0.76%"
"05/15/2013","1,081.13","1,080.46","1,084.09","1,078.51","882.81M","0.63%"
"05/14/2013","1,074.35","1,073.30","1,079.77","1,072.37","927.67M","0.25%"
"05/13/2013","1,071.68","1,074.94","1,077.93","1,065.12","902.80M","-0.41%"
"05/10/2013","1,076.13","1,076.64","1,079.54","1,070.14","958.69M","0.02%"
"05/09/2013","1,075.95","1,073.77","1,079.77","1,067.70","1.20B","0.46%"
"05/08/2013","1,071.05","1,066.68","1,076.58","1,064.76","1.09B","0.91%"
"05/07/2013","1,061.37","1,049.43","1,061.37","1,038.83","909.32M","1.79%"
"05/03/2013","1,042.70","1,054.92","1,056.83","1,040.99","1.11B","-0.74%"
"05/02/2013","1,050.48","1,058.74","1,059.98","1,049.64","1.22B","-0.49%"
"04/30/2013","1,055.62","1,051.99","1,055.62","1,046.08","903.80M","0.91%"
"04/29/2013","1,046.12","1,049.61","1,051.96","1,039.44","1.07B","0.12%"
"04/26/2013","1,044.82","1,044.99","1,048.69","1,039.59","868.72M","0.52%"
"04/25/2013","1,039.46","1,026.64","1,040.12","1,025.54","1.10B","1.42%"
"04/24/2013","1,024.94","1,026.00","1,029.32","1,021.68","1.22B","0.37%"
"04/23/2013","1,021.18","1,025.61","1,031.38","1,018.81","1.01B","-0.66%"
"04/22/2013","1,027.92","1,027.66","1,028.66","1,017.66","1.14B","0.94%"
"04/19/2013","1,018.36","1,012.14","1,022.82","1,009.19","1.16B","0.94%"
"04/18/2013","1,008.83","1,003.23","1,009.05","994.49","894.84M","0.51%"
"04/17/2013","1,003.73","1,005.11","1,015.62","1,001.27","1.07B","-0.37%"
"04/12/2013","1,007.45","1,003.52","1,010.60","999.42","633.09M","0.54%"
"04/11/2013","1,002.02","991.67","1,002.08","984.55","808.00M","1.75%"
"04/10/2013","984.77","975.04","984.77","962.05","748.34M","1.38%"
"04/09/2013","971.41","985.86","986.63","968.90","661.34M","-1.13%"
"04/05/2013","982.48","1,000.06","1,001.92","980.14","915.02M","-2.79%"
"04/04/2013","1,010.71","982.66","1,010.71","980.91","1.13B","0.60%"
"04/03/2013","1,004.67","1,027.22","1,030.26","1,003.40","1.12B","-1.69%"
"04/02/2013","1,021.89","1,020.00","1,024.49","1,012.04","780.04M","0.45%"
"04/01/2013","1,017.35","1,024.99","1,025.31","1,016.90","642.38M","-0.74%"
"03/29/2013","1,024.92","1,021.29","1,029.33","1,020.78","1.01B","0.98%"
"03/28/2013","1,014.98","1,022.91","1,025.95","1,012.06","1.56B","-1.07%"
"03/27/2013","1,025.96","1,021.61","1,032.72","1,020.81","1.11B","0.98%"
"03/26/2013","1,015.99","1,002.53","1,018.49","997.63","1.28B","1.35%"
"03/25/2013","1,002.43","987.29","1,004.66","984.44","1.30B","2.60%"
"03/22/2013","977.04","1,003.43","1,007.47","971.25","2.87B","-3.08%"
"03/21/2013","1,008.14","1,018.36","1,019.66","1,005.11","1.80B","-0.77%"
"03/20/2013","1,016.01","1,029.96","1,030.86","1,012.07","2.09B","-1.30%"
"03/19/2013","1,029.44","1,045.86","1,047.64","1,021.25","2.22B","-1.14%"
"03/18/2013","1,041.27","1,038.18","1,043.78","1,037.04","1.61B","-0.38%"
"03/15/2013","1,045.26","1,044.45","1,046.88","1,040.68","2.06B","0.69%"
"03/14/2013","1,038.12","1,031.59","1,038.59","1,028.59","1.32B","0.46%"
"03/13/2013","1,033.34","1,033.34","1,035.80","1,027.74","1.06B","0.06%"
"03/12/2013","1,032.74","1,035.11","1,037.14","1,028.02","1.39B","0.04%"
"03/11/2013","1,032.33","1,029.98","1,035.21","1,027.51","1.82B","0.64%"
"03/08/2013","1,025.72","1,029.83","1,031.31","1,022.68","1.55B","0.30%"
"03/07/2013","1,022.64","1,024.64","1,025.61","1,018.73","1.61B","-0.15%"
"03/06/2013","1,024.14","1,025.15","1,026.51","1,020.77","996.00M","0.51%"
"03/05/2013","1,018.94","1,021.47","1,023.53","1,016.49","1.27B","0.47%"
"03/04/2013","1,014.20","1,013.80","1,016.38","1,007.79","1.11B","0.10%"
"03/01/2013","1,013.15","1,015.48","1,020.35","1,010.77","995.98M","-0.09%"
"02/28/2013","1,014.03","1,002.02","1,014.03","996.91","1.24B","1.98%"
"02/27/2013","994.37","1,007.75","1,009.74","994.37","981.14M","-1.03%"
"02/26/2013","1,004.67","1,011.98","1,012.78","999.94","1.23B","-0.94%"
"02/22/2013","1,014.25","1,006.06","1,016.86","1,005.19","1.34B","0.71%"
"02/21/2013","1,007.13","1,013.92","1,016.08","1,005.62","977.85M","-1.36%"
"02/20/2013","1,021.05","1,016.16","1,021.59","1,013.48","897.89M","0.96%"
"02/19/2013","1,011.33","1,007.87","1,013.12","1,005.52","929.55M","0.65%"
"02/18/2013","1,004.82","1,006.91","1,010.21","1,003.58","1.03B","-0.12%"
"02/15/2013","1,006.06","1,009.92","1,011.09","1,001.91","1.40B","-0.63%"
"02/14/2013","1,012.43","1,009.80","1,013.06","1,005.25","1.28B","0.83%"
"02/13/2013","1,004.05","989.51","1,004.14","989.46","1.84B","2.07%"
"02/12/2013","983.68","984.54","990.07","982.12","1.27B","-0.25%"
"02/11/2013","986.18","997.75","998.59","986.18","1.02B","-0.98%"
"02/08/2013","995.90","999.08","1,005.56","994.68","1.82B","-0.40%"
"02/07/2013","999.93","997.95","1,002.63","988.59","958.31M","-0.11%"
"02/06/2013","1,001.02","1,008.47","1,009.72","1,000.04","1.18B","-0.68%"
"02/05/2013","1,007.88","1,000.90","1,010.86","999.98","949.98M","-0.14%"
"02/04/2013","1,009.27","1,011.58","1,014.12","1,006.84","1.49B","0.42%"
"02/01/2013","1,005.09","993.32","1,005.52","992.01","1.55B","1.71%"
"01/31/2013","988.21","997.22","1,000.59","985.87","2.16B","-1.20%"
"01/30/2013","1,000.25","993.40","1,001.97","990.14","1.89B","1.04%"
"01/29/2013","989.92","986.83","990.78","982.43","2.27B","0.55%"
"01/28/2013","984.52","981.33","985.48","978.37","2.17B","0.72%"
"01/25/2013","977.53","971.13","978.99","970.08","1.81B","0.80%"
"01/24/2013","969.81","970.42","972.30","963.15","1.74B","0.47%"
"01/23/2013","965.24","965.32","967.66","953.40","1.51B","0.52%"
"01/22/2013","960.22","963.89","971.50","959.85","1.36B","-0.30%"
"01/21/2013","963.10","964.34","965.65","958.53","1.82B","0.37%"
"01/18/2013","959.56","955.26","961.12","953.87","1.67B","1.02%"
"01/17/2013","949.84","950.19","950.90","941.43","1.08B","0.33%"
"01/16/2013","946.73","954.92","955.92","944.20","859.09M","-0.74%"
"01/15/2013","953.81","961.60","962.35","949.90","1.20B","-0.36%"
"01/14/2013","957.21","953.57","958.84","950.61","1.79B","0.75%"
"01/11/2013","950.08","947.76","950.08","935.99","1.13B","0.31%"
"01/10/2013","947.10","961.32","963.35","945.57","1.72B","-1.29%"
"01/09/2013","959.45","960.62","964.79","959.15","1.37B","0.30%"
"01/08/2013","956.61","955.62","960.48","950.65","1.11B","0.05%"
"01/07/2013","956.17","963.14","964.01","956.17","902.70M","-0.23%"
"01/04/2013","958.42","950.42","958.42","946.31","1.39B","0.56%"
"01/03/2013","953.05","957.06","959.26","951.83","1.23B","-0.14%"
"01/02/2013","954.41","952.24","958.80","951.73","940.88M","0.95%"
"12/28/2012","945.39","954.69","955.60","945.39","710.47M","-0.62%"
"12/27/2012","951.29","941.13","952.79","940.35","717.19M","1.27%"
"12/26/2012","939.36","937.81","941.69","936.58","605.13M","0.21%"
"12/25/2012","937.42","935.07","937.90","934.19","841.28M","0.18%"
"12/24/2012","935.73","933.75","935.73","930.58","493.99M","0.16%"
"12/21/2012","934.21","932.63","936.13","930.26","470.37M","-0.35%"
"12/20/2012","937.52","937.83","939.64","933.07","597.09M","-0.13%"
"12/19/2012","938.71","932.13","939.03","929.89","660.55M","1.26%"
"12/18/2012","927.02","926.41","928.05","915.88","728.56M","0.46%"
"12/17/2012","922.78","925.22","928.59","921.33","633.44M","-0.01%"
"12/14/2012","922.86","921.09","924.96","919.85","755.95M","0.27%"
"12/13/2012","920.41","922.80","925.39","917.93","633.05M","-0.14%"
"12/12/2012","921.70","915.97","922.08","914.16","873.67M","1.13%"
"12/11/2012","911.37","910.53","913.58","908.34","722.97M","0.62%"
"12/07/2012","905.71","910.27","911.57","902.08","535.59M","-0.39%"
"12/06/2012","909.23","906.55","911.88","905.73","738.89M","0.82%"
"12/04/2012","901.85","905.40","906.35","899.24","466.52M","-0.29%"
"12/03/2012","904.43","902.10","905.23","899.94","760.06M","0.63%"
"11/30/2012","898.81","890.94","902.18","890.32","1.35B","1.28%"
"11/29/2012","887.44","883.62","888.84","883.09","993.15M","0.77%"
"11/28/2012","880.70","877.93","882.73","875.52","560.69M","0.12%"
"11/27/2012","879.61","876.75","880.61","875.49","695.17M","0.54%"
"11/26/2012","874.87","873.88","876.64","871.59","549.99M","0.59%"
"11/23/2012","869.72","865.40","870.16","862.17","472.53M","0.27%"
"11/22/2012","867.40","866.95","869.76","865.04","1.04B","0.28%"
"11/21/2012","864.97","865.29","866.41","858.55","476.27M","0.09%"
"11/20/2012","864.21","873.80","875.02","862.27","509.58M","-0.60%"
"11/19/2012","869.41","868.58","870.24","865.30","419.94M","0.27%"
"11/16/2012","867.07","862.47","867.29","861.52","501.57M","0.48%"
"11/15/2012","862.90","861.09","863.71","855.61","937.88M","-0.18%"
"11/14/2012","864.47","872.78","874.61","864.08","964.40M","-0.80%"
"11/13/2012","871.41","873.47","874.48","867.59","1.27B","-0.56%"
"11/12/2012","876.30","875.24","877.55","872.08","896.93M","0.36%"
"11/09/2012","873.17","871.70","877.28","869.50","774.43M","0.11%"
"11/08/2012","872.18","868.58","873.02","866.42","955.20M","-0.55%"
"11/07/2012","877.02","881.60","882.70","875.40","1.04B","-0.19%"
